,Unnamed: 0,track_id,genre_name,sample_start,acousticness,danceability,energy,valence,liveness
1223,1223,0HhJONgN8RqKXDcUkrd09C,orchestra,17,0.959,0.237,0.0926,0.0882,0.134
1224,1224,2S6xQlcNIXDKb5gBLmbJbQ,orchestra,6,0.964,0.458,0.221,0.378,0.0653
1225,1225,7khETEkOwIV062HHvd9uom,soul,19,0.323,0.782,0.672,0.959,0.666
1226,1226,2nvPDtaDcVYXWVE3uO07Lm,classical,12,0.986,0.374,0.0214,0.128,0.0765
1227,1227,6ySx2PSSEKRLtpjAHf0q3B,soul,23,0.288,0.71,0.646,0.919,0.0976
1228,1228,3srs1LTSB8l74Gmbbl9B42,electronica,15,0.7,0.576,0.352,0.36,0.16
1229,1229,5rPF0gs7A5pe9fk69cewLT,electronica,21,0.384,0.913,0.19,0.359,0.107
1230,1230,0vB3z9Jp1OFTV9gZDYkVG1,soul,25,0.975,0.229,0.0723,0.0738,0.087
1231,1231,6OTlPhy0s4prvKU3jnuul4,orchestra,13,0.722,0.186,0.199,0.0373,0.13
1232,1232,4lhhYqzREcts4uOOqWHjRJ,soul,21,0.0747,0.712,0.8,0.685,0.0938
1233,1233,3NURF3IznpXjSnfSHySTmM,pop,16,0.00295,0.662,0.844,0.763,0.525
1234,1234,310Qd5lOzFStXKZB3zWCtE,hip hop,24,0.324,0.555,0.769,0.365,0.164
1235,1235,4GPTIeO2iutTDN9TlDFuq8,r&b,4,0.0626,0.553,0.772,0.258,0.153
1236,1236,3HG7JmO76uwy1R7he3qyqu,electronica,18,0.116,0.789,0.474,0.688,0.0423
1237,1237,20iH1uibQIUqNFk3wzG7AG,country,16,0.705,0.564,0.378,0.687,0.0723
1238,1238,3LXQR46zbau5Xn2vFbbhL6,jazz,18,0.98,0.509,0.00672,0.327,0.0842
1239,1239,2iDjCLUOGhJtz5cPHljGVd,hip hop,16,0.0136,0.816,0.578,0.302,0.0412
1240,1240,4uauJPFh3P9ITHHtNhcCeF,country,8,0.0202,0.506,0.837,0.546,0.292
1241,1241,3i1B1PnsfnOQPGVIzhf1lr,hip hop,1,0.11,0.723,0.732,0.503,0.484
1242,1242,38HMdlq9k1srDrQavwIFvY,r&b,2,0.362,0.757,0.517,0.398,0.123
1243,1243,1oqQ24UjGZicCYUYHBbqkq,rap,19,0.408,0.773,0.677,0.36,0.344
1244,1244,1jzIJcHCXneHw7ojC6LXiF,rap,2,0.308,0.538,0.612,0.684,0.213
1245,1245,05ht6LtilQXryLlGAKH208,pop,4,0.709,0.505,0.476,0.2,0.129
1246,1246,0zW6xwG3WfPv2WFAj6NUC9,electronica,18,0.989,0.327,0.144,0.0407,0.0701
1247,1247,4WwX9xz0xoEp24z6JjFyvE,orchestra,7,0.976,0.271,0.121,0.126,0.631
1248,1248,64lav7jWJqd5P4oWm4Ova6,folk,14,0.755,0.49,0.254,0.165,0.146
1249,1249,17JA4HlieSH7TY3pQk21MJ,rap,19,0.00274,0.91,0.567,0.545,0.498
1250,1250,1wjNMebbdprgxbCckkhEbL,classical,10,0.977,0.126,0.296,0.0729,0.129
1251,1251,28mIIBZt0jAe8k9g52NOsX,hip hop,16,0.333,0.877,0.375,0.0832,0.101
1252,1252,6OHWgUuDDedHRVhcg8vlaf,electronica,17,0.0108,0.603,0.606,0.403,0.108
1253,1253,02yRHV9Cgk8CUS2fx9lKVC,r&b,18,0.0566,0.469,0.664,0.248,0.482
1254,1254,0EAzlhtMYxRb6wbi6KnPjC,pop,13,0.421,0.38,0.553,0.384,0.0788
1255,1255,1fgr2w4aCZmZBHKHblYxWI,orchestra,16,0.953,0.171,0.0246,0.0351,0.195
1256,1256,4gBzl7sX7yTjZIzvs9VFpN,jazz,6,0.56,0.494,0.434,0.66,0.13
1257,1257,2K87XMYnUMqLcX3zvtAF4G,pop,15,0.109,0.73,0.703,0.595,0.0657
1258,1258,5voIoFpbuy0frbhBzqenqC,jazz,2,0.969,0.618,0.172,0.462,0.079
1259,1259,3OMpIoONQH8rSscaZLozFQ,country,8,0.103,0.378,0.903,0.457,0.134
1260,1260,3cltha6ZPutKM8YmRBBb9L,metal,24,9.84e-05,0.579,0.914,0.504,0.153
1261,1261,144JMbvbR5txNzoZ112wo4,pop,9,0.0495,0.593,0.923,0.587,0.29
1262,1262,6SYK4SzELw0FVgpAzaeMK8,rap,16,0.206,0.525,0.649,0.71,0.172
1263,1263,19Fa5XbbEFIaI3zQLMmk3b,reggae,14,0.139,0.676,0.658,0.941,0.0866
1264,1264,1SgHNH36l41IIhuYGY4VCa,r&b,4,0.261,0.544,0.557,0.482,0.129
1265,1265,45OfR7ugJMgbFDuNOVpIq3,pop,22,0.0448,0.635,0.795,0.404,0.119
1266,1266,3HrRXcEiYd3Cy7436USBDe,classical,21,0.988,0.425,0.167,0.134,0.109
1267,1267,1eGSgC6ZhJ8D4nrZZ83LyA,metal,9,0.00585,0.481,0.902,0.608,0.0722
1268,1268,6VDgD9sh7sC3RM6WSZ61uz,classical,20,0.921,0.364,0.139,0.386,0.0578
1269,1269,6EeM2KS3edlCdpSXJShMXR,reggae,18,0.0611,0.76,0.626,0.5,0.184
1270,1270,2JdLYKj6k9Ksl6TuVJcN3V,country,10,0.145,0.745,0.713,0.669,0.0752
1271,1271,54VYxYYV1kGkVKYOZVzuDD,rap,23,0.085,0.752,0.619,0.386,0.107
1272,1272,4wcOo3mJXC7sh0iULJsW6K,rap,11,0.272,0.892,0.597,0.895,0.0815
1273,1273,4pWawf1Rq4qHDv4Ktqjg2D,pop,7,0.0663,0.589,0.826,0.215,0.367
1274,1274,0mIuIBLkaRvPCz6A0mPqbM,r&b,24,0.371,0.814,0.431,0.542,0.335
1275,1275,3WqGSns77QbeTxL3s446xt,orchestra,15,0.968,0.195,0.0187,0.0387,0.138
1276,1276,4mC0X5LocemDIEDLpHoQOJ,reggae,20,0.198,0.807,0.415,0.498,0.162
1277,1277,1ivYkOUQ7g1seCs1vt1vaU,soul,0,0.073,0.595,0.888,0.617,0.17
1278,1278,7cCoEL8adnIGrbmoEiJgy8,soul,22,0.758,0.349,0.486,0.329,0.114
1279,1279,43IIpTvTyEEiDWQknIhngR,country,13,0.187,0.588,0.795,0.725,0.101
1280,1280,5fs3sNq3KK9jpbTNCf324m,rock,2,0.0882,0.371,0.941,0.767,0.0658
1281,1281,6kEerWqCsW4jZqfNmFdNVP,reggae,16,0.0561,0.73,0.595,0.88,0.153
1282,1282,3X9OVlc4YaL9nowxAVcJex,r&b,3,0.0298,0.577,0.615,0.112,0.0969
1283,1283,1NNnmmBEaId0uoWfvtNd8F,pop,0,0.907,0.451,0.0873,0.456,0.354
1284,1284,0mkkan9UaUaKKuWHbFyOEC,orchestra,24,0.964,0.224,0.0498,0.0834,0.593
1285,1285,2R1M1otgehlvcvPtrgqBuq,folk,25,0.375,0.559,0.432,0.5,0.716
1286,1286,1WlHGGR5uYKdR6GDkUnaYC,rap,11,0.471,0.677,0.603,0.244,0.0927
1287,1287,3Z91zko9paarQNXjbsae8l,rap,18,0.45,0.666,0.537,0.185,0.144
1288,1288,73XQBWHSVLL1939hb8cQTm,folk,18,0.265,0.515,0.496,0.651,0.182
1289,1289,6H75Ki32BRrJFQeDNR05s1,r&b,4,0.0936,0.837,0.662,0.679,0.113
1290,1290,2N7LJO1uufnSeXIwxooTzg,jazz,18,0.727,0.64,0.417,0.678,0.199
1291,1291,5E0ksdOzJS4WADfQw3b9u3,pop,23,0.167,0.608,0.917,0.462,0.366
1292,1292,1ffHLoaaQEArsHP8azdAR9,reggae,5,0.0122,0.889,0.548,0.973,0.111
1293,1293,7hfRrdFJgFKK3cJ4rmkecE,hip hop,18,0.192,0.821,0.703,0.536,0.0816
1294,1294,5FuJExXuGfpFSJAh2QsZM5,reggae,7,0.0785,0.809,0.686,0.731,0.373
1295,1295,0Otf1ZfYNIjhqFIuJk0fsy,jazz,25,0.991,0.358,0.452,0.525,0.14
1296,1296,5WvgJumtj0xeTgchWCLTWj,electronica,15,0.339,0.668,0.604,0.0438,0.0851
1297,1297,71rZptTxRNwTEg4i9DXUnO,rock,25,0.0118,0.58,0.742,0.486,0.078
1298,1298,1KLpjQFgubHI3GkAICCNH3,soul,6,0.715,0.526,0.774,0.715,0.437
1299,1299,2rvQ8M4T6rbpc2c63pwNMu,metal,25,7.94e-05,0.494,0.969,0.129,0.0736
1300,1300,0wb0X7n3cAKeajIOguyd9t,pop,16,0.736,0.624,0.315,0.525,0.115
1301,1301,5Einzxx7I1BC5iFWgqv91X,funk,22,0.661,0.454,0.328,0.503,0.109
1302,1302,1q6a6Ok2UGwYXrvjphsl7Y,soul,10,0.781,0.699,0.52,0.835,0.106
1303,1303,4czopM9AcLjrH4IunzRoBg,reggae,16,0.0497,0.75,0.474,0.425,0.0896
1304,1304,0EqtsCvcDjEz6svFsaV5HN,folk,8,0.604,0.616,0.346,0.344,0.0914
1305,1305,2WUVgEi53jPgIwO6Dmyww4,orchestra,8,0.961,0.351,0.148,0.369,0.617
1306,1306,3Lk77QOBVywNAVSqOPcuw2,folk,6,0.233,0.48,0.435,0.538,0.204
1307,1307,4Sy0ERn6xP83oQsA7G9cmh,folk,16,0.0112,0.447,0.592,0.455,0.101
1308,1308,1nGDsTkP1npeWj4hJ9s9pw,classical,6,0.993,0.394,0.00948,0.0423,0.112
1309,1309,1klrDyGRsCBPofZdqdaZp6,rock,9,0.0138,0.515,0.928,0.389,0.107
1310,1310,4CCUesOHmlajKGEqXPx5P1,rap,9,0.0451,0.578,0.978,0.656,0.301
1311,1311,0J8gBpkB1evBElfVNc4jf6,folk,25,0.514,0.46,0.39,0.467,0.0981
1312,1312,5mgC1uKXW7Gg2I0LJvdEcU,pop,0,0.102,0.797,0.574,0.629,0.154
1313,1313,1ugnkXXn4yQF0jKzBh8mFY,country,9,0.191,0.761,0.773,0.944,0.0394
1314,1314,7aMj45DNyy21jAMScuC19V,metal,24,1.46e-05,0.433,0.943,0.262,0.222
1315,1315,44HOPZhyHJzeCmREzzmT5V,jazz,5,0.989,0.709,0.424,0.851,0.138
1316,1316,4mpUaApNea2QhQshM4xyr4,country,2,0.0273,0.669,0.861,0.72,0.0586
1317,1317,43OL0dGJqivn6EPGP3BnoI,rap,4,0.202,0.636,0.711,0.555,0.297
1318,1318,2bKQdj9DjUQT9q8OvTgCM2,jazz,1,0.723,0.365,0.226,0.416,0.169
1319,1319,7c3NImFA23mDCifvAzSu0T,rock,17,0.197,0.353,0.87,0.453,0.123
1320,1320,0Nj2xSYceiL1jpocHHuvN7,electronica,17,0.848,0.697,0.351,0.437,0.0782
1321,1321,7uv1H2DoWiGnxTWMV6B5qV,jazz,11,0.732,0.514,0.499,0.719,0.177
1322,1322,1hg7VJxhQXisOzwqDfuFPh,electronica,18,0.00571,0.646,0.787,0.231,0.104
1323,1323,3LDvLibID9j32PoWnT6v80,hip hop,7,0.0309,0.705,0.611,0.596,0.0903
1324,1324,2W5WCpIzIQ2kNzBlUMJGZm,pop,22,0.0203,0.687,0.792,0.774,0.0717
1325,1325,4AWat1OHf5xvsDupu4Yfg2,r&b,0,0.0325,0.763,0.524,0.338,0.0892
1326,1326,0Bi1amRigSOIzLc21hOH6p,pop,3,0.0283,0.874,0.712,0.585,0.0824
1327,1327,0O87QQVWgCkkXAfrhsal55,folk,18,0.23,0.477,0.28,0.362,0.0888
1328,1328,52gtzILeBtgvuflJkF1BAE,electronica,22,0.0477,0.799,0.709,0.845,0.0751
1329,1329,6xGrfYIoclflaZvBUeFAwA,soul,12,0.338,0.435,0.677,0.745,0.327
1330,1330,63qPlpT3S35NXJtiLTxkxY,metal,3,0.00607,0.401,0.943,0.165,0.169
1331,1331,39wBwRPOitLzi01PXzpioC,country,12,0.348,0.622,0.671,0.342,0.16
1332,1332,4Vl4sf0EljY8GxAyjqJD6p,folk,11,0.78,0.438,0.464,0.288,0.161
1333,1333,0phAx12SI8oWN1AmhyceSQ,electronica,4,0.38,0.676,0.751,0.758,0.102
1334,1334,5A6OHHy73AR5tLxgTc98zz,hip hop,4,0.0646,0.684,0.834,0.538,0.271
1335,1335,0spN4UlSI0X6YSYCWpSzgz,metal,3,0.458,0.544,0.336,0.298,0.133
1336,1336,3UgSQu6WwrXfKKDq019IHE,pop,12,0.134,0.485,0.928,0.348,0.217
1337,1337,64lIUwQx1vwo4PIrS5jYb1,folk,0,0.64,0.792,0.289,0.355,0.108
1338,1338,5cWU0i23BOS8pSwrYWEMS8,country,14,0.056,0.67,0.874,0.601,0.28
1339,1339,36aXQ01kpCIjBy9oCBjWGm,pop,15,0.237,0.758,0.534,0.704,0.119
1340,1340,629dBQoXYulovOmgXFKzHO,rap,17,0.768,0.619,0.514,0.304,0.127
1341,1341,6bRXQqoKvQNEXSQUpm351h,jazz,11,0.755,0.257,0.14,0.0733,0.088
1342,1342,6OzOsP5Ftn3osfuCvSxnYr,electronica,15,0.83,0.184,0.0986,0.0367,0.141
1343,1343,5nrE0KJHyfQfq30y0iJ32i,rock,1,0.0109,0.387,0.505,0.452,0.758
1344,1344,3cFWIhrapYb2VoNOUbo9Re,country,16,0.635,0.568,0.499,0.243,0.122
1345,1345,2U52Hp8zYnG2kvt2de0M2L,r&b,10,0.244,0.311,0.511,0.349,0.768
1346,1346,4ogFKRgF6CWAmMWcstMU08,pop,23,0.44,0.712,0.496,0.638,0.186
1347,1347,0kJukmNUjDGh1pfTymS1Fz,jazz,3,0.957,0.514,0.296,0.356,0.665
1348,1348,7zBQRGpYImAdIZc97FNj3V,rap,11,0.0111,0.596,0.815,0.459,0.174
1349,1349,4URnM2xMiKC2xNElsiY44q,soul,9,0.0364,0.419,0.518,0.375,0.0923
1350,1350,26toN8KxvctZr3u8RfXxOv,funk,8,0.132,0.468,0.242,0.384,0.0782
1351,1351,3TaB7A1jlJJW2fWbdkscIh,hip hop,12,0.645,0.681,0.547,0.443,0.506
1352,1352,0SUEomEoBOJIsSar9hmo10,country,23,0.144,0.679,0.748,0.723,0.154
1353,1353,1w4n7UQl23LFYYq98ijk0k,orchestra,17,0.978,0.431,0.0181,0.403,0.0981
1354,1354,61h6Ge9RLLkEY3RwLQqUPc,orchestra,14,0.904,0.325,0.463,0.231,0.321
1355,1355,5chgte6PLqxDVWXIUhVwBn,r&b,21,0.364,0.71,0.572,0.642,0.129
1356,1356,4DxTiUiPTKOIYts5WRpXpn,reggae,21,0.143,0.588,0.652,0.909,0.0825
1357,1357,1XMFF2I0c8mt5qABxtQlGQ,r&b,23,0.374,0.747,0.495,0.485,0.0998
1358,1358,1BJyy0JQMW0Dq5htaUGxZC,classical,2,0.975,0.24,0.00445,0.322,0.0693
1359,1359,6CG3BXccaxPwFwymSSJBNy,country,13,0.178,0.756,0.417,0.831,0.123
1360,1360,4QwcuKjGjtl5fZe7kDdULV,metal,1,0.00672,0.228,0.872,0.278,0.242
1361,1361,252fAjaO4HJxPwpBnCKN7D,electronica,21,0.0362,0.548,0.798,0.079,0.0915
1362,1362,7dLIBLyWAsbXDhcZFMzKVv,electronica,2,0.143,0.682,0.449,0.858,0.362
1363,1363,4OJQVDE3XnyPSBPcPe0kAu,jazz,14,0.846,0.391,0.468,0.311,0.7
1364,1364,6NqSWFrElFnZPIY8OeUPma,electronica,19,0.0433,0.642,0.445,0.113,0.359
1365,1365,4LIw2QRvZWvtV48O92yfKu,jazz,18,0.61,0.586,0.357,0.61,0.105
1366,1366,2SuMoyOaAVBg5AzfKyZaKV,hip hop,5,0.0496,0.779,0.66,0.526,0.0825
1367,1367,3gnZ5IguvkLCAGVKJdHD7n,r&b,12,0.311,0.484,0.335,0.107,0.109
1368,1368,5iUQMwxUPdJBFeGkePtM66,hip hop,13,0.00826,0.836,0.67,0.556,0.0837
1369,1369,60i4NXwqBKyGbrAgJb2a9N,reggae,7,0.0221,0.745,0.457,0.646,0.0557
1370,1370,19P6cJstaoQJHtHW3HOGcg,country,14,0.65,0.617,0.468,0.333,0.141
1371,1371,5vagrguhKusDNKj179pu8R,r&b,15,0.619,0.652,0.292,0.304,0.174
1372,1372,20vhk8SGHTKt23DXbsMiUz,folk,6,0.00197,0.546,0.676,0.598,0.226
1373,1373,2L93TdW2GMue1H2zlkt30F,folk,25,0.922,0.409,0.172,0.352,0.111
1374,1374,3UvkoYw8FicuTMDPlkv0IB,jazz,18,0.617,0.563,0.355,0.501,0.12
1375,1375,7ntbygnntLmceg6aYl0nT4,funk,20,0.153,0.449,0.532,0.441,0.149
1376,1376,5Zx9VpLotu9aFYqq61NAip,hip hop,6,0.264,0.921,0.586,0.657,0.119
1377,1377,50G0j3Ga5qJ7noq8vDdbWQ,country,18,0.171,0.771,0.445,0.593,0.0655
1378,1378,2ub9SKEk2RC7VyS1MUaGFS,hip hop,22,0.256,0.545,0.804,0.329,0.153
1379,1379,0O5brqyThK4RkcbhGGwJZU,hip hop,7,0.797,0.53,0.626,0.448,0.22
1380,1380,1wYXIhJXqlIAGS6sbzpTL6,rock,8,1.77e-05,0.465,0.946,0.338,0.134
1381,1381,44MktG3yECrGmoOVz755ug,funk,21,0.605,0.458,0.471,0.883,0.111
1382,1382,0Ts3pJTH87wZw9oPW46nCh,orchestra,14,0.981,0.216,0.149,0.154,0.618
1383,1383,0fKDnkXdfJwk0DEW9W83VY,soul,17,0.125,0.338,0.175,0.201,0.108
1384,1384,7p7F0wilJFy4w6DsQ4O1se,metal,1,0.0117,0.444,0.907,0.88,0.175
1385,1385,2bGs2tuqoThglpGFBWmXoz,jazz,24,0.424,0.332,0.675,0.432,0.129
1386,1386,13XfZrg4UinhxKLWjJ7HoU,country,17,0.508,0.723,0.563,0.81,0.26
1387,1387,3NmRPLkEx1EL7LHAe3OZVr,reggae,16,0.194,0.832,0.704,0.773,0.386
1388,1388,22qi4u4h6vD4ksMLarmc1U,reggae,21,0.238,0.706,0.84,0.883,0.0737
1389,1389,3sfydNh0QQAdnIAtDVG16H,hip hop,3,0.00193,0.676,0.73,0.489,0.0627
1390,1390,0NvvimA48pRrKKYAUosAud,folk,22,0.893,0.549,0.273,0.669,0.676
1391,1391,0Rm6GWdapFsg4Z6r2Ae3s8,pop,0,0.128,0.6,0.931,0.716,0.0688
1392,1392,2Dlc1dDKDYYyVX0Ut3PCJV,reggae,19,0.0546,0.75,0.589,0.841,0.164
1393,1393,5n6paEeeSiriJRf1EVBjIv,rock,6,0.285,0.589,0.492,0.417,0.0634
1394,1394,23MrkN7g6Q5U7GLIxNHN1B,rock,4,0.0751,0.507,0.847,0.566,0.372
1395,1395,3GMR3hyv8BccozoebVMve3,hip hop,14,0.0405,0.856,0.696,0.718,0.0901
1396,1396,23rgFPodbCa3l5XqCoUP2P,jazz,25,0.804,0.623,0.445,0.837,0.148
1397,1397,2VBSOgBcnLHkfat8P2VGvf,country,23,0.419,0.788,0.748,0.608,0.0638
1398,1398,15vlECj7ar5W25GwUuiTVS,reggae,25,0.482,0.667,0.529,0.754,0.127
1399,1399,6p5abLu89ZSSpRQnbK9Wqs,r&b,5,0.0697,0.733,0.676,0.701,0.208
1400,1400,5sesHCQziHg85y8dlnNWJC,funk,2,0.551,0.569,0.776,0.391,0.796
1401,1401,1y58wFuYYnVsCnY8DsOELY,soul,21,0.219,0.795,0.587,0.723,0.0486
1402,1402,5KnbVhc1dt4ruQ8qrP4xtc,jazz,0,0.995,0.484,0.0678,0.278,0.128
1403,1403,42TnDTDd1uBcaVxF4Z8QGS,classical,12,0.932,0.332,0.093,0.35,0.108
1404,1404,6TRVvpoVFwyYyIGTFh0Y7P,hip hop,15,0.299,0.55,0.692,0.593,0.198
1405,1405,2OW7O0i5KH33BUiDod0gve,reggae,24,0.597,0.796,0.526,0.905,0.076
1406,1406,10K3cLNxSH5XLs9X951hLR,country,19,0.104,0.494,0.599,0.457,0.0882
1407,1407,20vQ82uC2ckgVeUsUP0yav,funk,1,0.132,0.64,0.779,0.743,0.0379
1408,1408,5cfGJHxNcS1S2qyZj9xH6z,funk,24,0.334,0.615,0.416,0.284,0.0913
1409,1409,63zfeu3U6ylftUR2ULT6Vf,reggae,14,0.0869,0.811,0.653,0.572,0.0786
1410,1410,55iDwZfpaU7ytsadT7BDVE,funk,12,0.568,0.645,0.639,0.72,0.326
1411,1411,11aBFgGSYzK9cdBhhDT2jP,hip hop,22,0.0235,0.825,0.672,0.342,0.696
1412,1412,0hebjXwdDFHS1kHDQ82HZr,reggae,10,0.0521,0.76,0.568,0.962,0.0666
1413,1413,1njxWb5fM5L5eEq9MyWddU,soul,8,0.974,0.371,0.057,0.33,0.113
1414,1414,0Yp3wCUpjrG7NWWPDpmQXm,rap,23,0.00888,0.858,0.398,0.258,0.112
1415,1415,15wj47tE34wiwaJTDtcZgr,funk,24,0.145,0.459,0.563,0.572,0.0573
1416,1416,4NRFiS0pHjTFDjOm1LWTZj,country,9,0.85,0.472,0.338,0.522,0.0761
1417,1417,3i5bJFIAkgoZqJoRAQqAKO,folk,24,0.392,0.538,0.492,0.899,0.051
1418,1418,6Al8BRmOrL1BE4Gle7XgJn,reggae,0,0.0504,0.743,0.755,0.721,0.178
1419,1419,2HCaIYjkvWSZzaSKUoOh3d,rock,6,0.513,0.456,0.47,0.639,0.444
1420,1420,2vPcxNVTD4SBjf2hnIi6Jv,rock,13,0.0633,0.516,0.755,0.165,0.107
1421,1421,44RkXLJEQ59gQhP7xkVZMJ,r&b,15,0.27,0.678,0.662,0.424,0.176
1422,1422,2fCoq1wZzsa18L8mD33iuM,rap,11,0.0896,0.665,0.612,0.3,0.22
1423,1423,4d3XHYFFuYYzxWr2cJ6yQl,jazz,19,0.876,0.487,0.145,0.142,0.149
1424,1424,5WzvMWs3IrIWnLL77XUmFI,orchestra,13,0.00959,0.698,0.686,0.933,0.243
1425,1425,4aQJOU4vaoPkwGsIEBBGcr,metal,14,4.48e-05,0.259,0.989,0.0842,0.358
1426,1426,0W43LnKXzRivi0WPaoBLVO,metal,15,8.08e-05,0.262,0.928,0.533,0.195
1427,1427,5XSicRSCGLKXZLMGpCMmbc,orchestra,8,0.984,0.483,0.11,0.334,0.32
1428,1428,5EhvDAos2Ppf82XN5EV60u,electronica,5,0.934,0.191,0.0773,0.0382,0.0778
1429,1429,4lIyYuC3f68DZjeIfo6BrM,hip hop,21,0.552,0.549,0.124,0.794,0.175
1430,1430,4TYI2YExAWaIOpGP4y7AbI,rock,18,8.2e-05,0.306,0.709,0.0436,0.101
1431,1431,16lm36IKWubpuACWTA6rDR,classical,4,0.98,0.333,0.222,0.161,0.141
1432,1432,0stR8D5UnArYeFnZ714RyY,r&b,12,0.699,0.249,0.268,0.0655,0.129
1433,1433,5UxJZ4bAva9wi19szFiddW,rock,17,0.507,0.605,0.4,0.389,0.161
1434,1434,7tUEDtHchueeUJTfEFEhii,hip hop,0,0.068,0.615,0.72,0.696,0.0889
1435,1435,6VnqGxiMNexOe0kRmIsBw4,pop,4,0.673,0.696,0.57,0.329,0.098
1436,1436,0qmCWYu7hOvriyuqXfPw7I,rock,1,0.158,0.317,0.571,0.234,0.0848
1437,1437,0DdN7DAm3SVVfhrsaoGMuE,r&b,22,0.236,0.667,0.514,0.477,0.0694
1438,1438,3KZRILv6sbLbpHiCgaMwAp,pop,0,0.127,0.672,0.549,0.231,0.136
1439,1439,4mBL2TXTKvSJbgtXfwFtfJ,electronica,18,0.755,0.533,0.275,0.0491,0.346
1440,1440,6s0sry4EyiNcnmFnTUupuD,soul,8,0.0519,0.725,0.679,0.488,0.364
1441,1441,6QaOU7xPK3UJKsoNroRCWn,r&b,7,0.617,0.665,0.551,0.848,0.114
1442,1442,616oo55F2rXPJobqPV2IjK,folk,9,0.821,0.345,0.206,0.15,0.694
1443,1443,6e8Ou0wiqAzIpWb2eSxll8,hip hop,17,0.0339,0.877,0.534,0.89,0.0441
1444,1444,3SdTKo2uVsxFblQjpScoHy,soul,22,0.57,0.65,0.306,0.605,0.0707
1445,1445,3iUFhTzNUdeNQtjxpDlprG,r&b,13,0.0644,0.637,0.701,0.246,0.0851
1446,1446,0EbwUhWO0HinKzqxTOykCy,hip hop,0,0.0871,0.656,0.814,0.526,0.173
1447,1447,26OXqy5nri9BmrG6wKFw7p,funk,12,0.367,0.816,0.722,0.964,0.215
1448,1448,1Uf8V1JOy0ukcsEYpBHHxy,folk,6,0.0867,0.657,0.387,0.7,0.158
1449,1449,3nj18sxe1CA0eohDsDirrm,folk,19,0.953,0.53,0.397,0.795,0.31
1450,1450,0N897u5L9LpXEvCu6yhRIf,metal,1,0.372,0.491,0.74,0.694,0.187
1451,1451,32zMAD8gEAa0GHQohdzBh8,rock,18,0.00161,0.242,0.533,0.119,0.308
1452,1452,4F1p9de1hUXV7l0DBpPUhL,metal,10,3.48e-05,0.256,0.863,0.521,0.364
1453,1453,0B1zVsLqmV9ibIFdNS5tGs,rock,23,0.0531,0.583,0.833,0.81,0.16
1454,1454,7Kux9Q1ZYx1V1j3wre0aWk,hip hop,7,0.0428,0.584,0.741,0.463,0.345
1455,1455,0F3ZS2gMHCImgws6ewz1H7,folk,6,0.725,0.466,0.715,0.824,0.128
1456,1456,1MI0O2mwTpdwkZpfWz4J7o,folk,11,0.111,0.452,0.574,0.811,0.0823
1457,1457,7Ca5yTC81P0AtRnNKHKzwJ,rock,23,4.82e-05,0.441,0.985,0.24,0.0474
1458,1458,5YKROw3C2WKsK5TW6BMeWm,pop,20,0.308,0.571,0.566,0.349,0.112
1459,1459,12ramZNYZnCxopHJFl16v8,classical,17,0.929,0.281,0.215,0.0858,0.214
1460,1460,0tZwHsG8450JhVUUIfdw9S,country,3,0.0509,0.544,0.806,0.668,0.254
1461,1461,7iLwbgNWVvnMG9A76L0fkl,electronica,8,0.0736,0.874,0.706,0.778,0.183
1462,1462,181FlqBRqsyfYs77KyR5Z0,orchestra,7,0.885,0.108,0.0838,0.0392,0.0693
1463,1463,30lLlmQZBHsiVLNcTKpqjd,soul,16,0.0621,0.777,0.457,0.854,0.137
1464,1464,2rd9ETlulTbz6BYZcdvIE1,metal,13,0.222,0.332,0.623,0.416,0.278
1465,1465,0YV73fsl9Wzlj61EPspjJ3,country,8,0.0181,0.454,0.827,0.355,0.114
1466,1466,2HJB0UGH3wzPivgZjnohQG,hip hop,3,0.0312,0.503,0.638,0.196,0.122
1467,1467,1sy38MXIDZOE0VS7qR076p,jazz,11,0.832,0.581,0.362,0.912,0.0608
1468,1468,78zbl6czFpXIEH5fQ3G4Do,orchestra,7,0.869,0.448,0.12,0.363,0.512
1469,1469,2W7CvGjipq3EmHqNGN7lN9,metal,25,0.00914,0.526,0.9,0.458,0.277
1470,1470,141P7NlXMEOGbaJIrvGqvi,hip hop,3,0.0224,0.787,0.485,0.537,0.246
1471,1471,2KZXnN63ae6G6Cai2NhPkG,country,6,0.0755,0.677,0.892,0.898,0.202
1472,1472,57fqmDaokbxZ3TaB0jp39q,rock,14,0.0642,0.476,0.901,0.109,0.0557
1473,1473,5XQMr19TL7Mfksq9zihbOu,r&b,7,0.00543,0.614,0.598,0.565,0.1
1474,1474,6xiyLxwNw6xdExsnoo0Hub,electronica,15,0.0217,0.789,0.757,0.968,0.0527
1475,1475,2aAyDqzwEeVIigSMFM1tNS,pop,9,0.0119,0.578,0.862,0.547,0.0744
1476,1476,2CU9pGd7lq4fSHiFwjs842,funk,24,0.353,0.311,0.67,0.289,0.14
1477,1477,71CXzHYYOyNqgtVFpNdeCS,folk,6,0.122,0.431,0.543,0.44,0.0598
1478,1478,7qJvLMwVbKPPuMSSeQITbK,electronica,22,0.145,0.528,0.95,0.395,0.286
1479,1479,0jG92AlXau21qgCQRxGLic,pop,13,0.0266,0.622,0.669,0.57,0.152
1480,1480,71EHOyEOhNx1SzTebRRyng,r&b,25,0.107,0.693,0.533,0.568,0.0695
